Sentence #,Word,NER Label,,
Sentence: 12, user, I-Skill-Required  ,,
Sentence: 13, interface, I-Skill-Required  ,,
Sentence: 14, and, O  ,,
Sentence: 15, user, I-Skill-Required  ,,
Sentence: 16, experience, I-Skill-Required  ,,
Sentence: 17, of, O  ,,
Sentence: 18, websites, I-Skill-Required  ,,
Sentence: 19, or, O  ,,
Sentence: 20, applications, I-Skill-Required  ,,
Sentence: 21, They, O  ,,
Sentence: 22, code, B-Skill-Required  ,,
Sentence: 23, and, O  ,,
Sentence: 24, design, B-Skill-Required  ,,
Sentence: 25, elements, I-Skill-Required  ,,
Sentence: 26, that, O  ,,
Sentence: 27, users, I-Skill-Required  ,,
Sentence: 28, interact, B-Skill-Required  ,,
Sentence: 29, with, O  ,,
Sentence: 30, directly, I-Skill-Required  ,,
,,,,
Sentence: 1, Data, B-Field  ,,
Sentence: 2, Entry, I-Field  ,,
Sentence: 3, Clerk, I-Designation  ,,
Sentence: 4, Administrative, B-Field  ,,
Sentence: 5, Assistant, I-Designation  ,,
Sentence: 6, An, O  ,,
Sentence: 7, Administrative, B-Field  ,,
Sentence: 8, Assistant, I-Designation  ,,
Sentence: 9, provides, B-Skill-Required  ,,
Sentence: 10, administrative, I-Skill-Required  ,,
Sentence: 11, support, I-Skill-Required  ,,
Sentence: 12, to, O  ,,
Sentence: 13, the, O  ,,
Sentence: 14, organization, I-Field  ,,
Sentence: 15, including, O  ,,
Sentence: 16, scheduling, B-Skill-Required  ,,
Sentence: 17, document, I-Skill-Required  ,,
Sentence: 18, management, I-Skill-Required  ,,
Sentence: 19, and, O  ,,
Sentence: 20, assisting, B-Skill-Required  ,,
Sentence: 21, in, O  ,,
Sentence: 22, day-to-day, I-Skill-Required  ,,
Sentence: 23, operations, I-Skill-Required  ,,
,,,,
Sentence: 1, Customer, B-Field  ,,
Sentence: 2, Support, I-Field  ,,
Sentence: 3, Specialist, I-Designation  ,,
Sentence: 4, Customer, B-Field  ,,
Sentence: 5, Success, I-Field  ,,
Sentence: 6, Manager, I-Designation  ,,
Sentence: 7, Customer, B-Field  ,,
Sentence: 8, Success, I-Field  ,,
Sentence: 9, Managers, I-Designation  ,,
Sentence: 10, focus, B-Skill-Required  ,,
Sentence: 11, on, O  ,,
Sentence: 12, ensuring, B-Skill-Required  ,,
Sentence: 13, customer, I-Skill-Required  ,,
Sentence: 14, satisfaction, I-Skill-Required  ,,
Sentence: 15, and, O  ,,
Sentence: 16, retention, I-Skill-Required  ,,
Sentence: 17, They, O  ,,
Sentence: 18, build, B-Skill-Required  ,,
Sentence: 19, relationships, I-Skill-Required  ,,
Sentence: 20, with, O  ,,
Sentence: 21, clients, I-Skill-Required  ,,
Sentence: 22, understand, B-Skill-Required  ,,
Sentence: 23, their, O  ,,
Sentence: 24, needs, I-Skill-Required  ,,
Sentence: 25, and, O  ,,
Sentence: 26, work, B-Skill-Required  ,,
Sentence: 27, to, O  ,,
Sentence: 28, maximize, B-Skill-Required  ,,
Sentence: 29, the, O  ,,
Sentence: 30, value, I-Skill-Required  ,,
Sentence: 31, customers, I-Skill-Required  ,,
Sentence: 32, receive, B-Skill-Required  ,,
Sentence: 33, from, O  ,,
Sentence: 34, products, I-Skill-Required  ,,
Sentence: 35, or, O  ,,
Sentence: 36, services, I-Skill-Required  ,,
Sentence: 37, ultimately, O  ,,
Sentence: 38, driving, B-Skill-Required  ,,
Sentence: 39, customer, I-Skill-Required  ,,
Sentence: 40, success, I-Skill-Required  ,,
Sentence: 41, and, O  ,,
Sentence: 42, loyalty, I-Skill-Required  ,,
,,,,
Sentence: 1, Data, B-Field  ,,
Sentence: 2, Entry, I-Field  ,,
Sentence: 3, Clerk, I-Designation  ,,
Sentence: 4, Administrative, B-Field  ,,
Sentence: 5, Assistant, I-Designation  ,,
Sentence: 6, An, O  ,,
Sentence: 7, Administrative, B-Field  ,,
Sentence: 8, Assistant, I-Designation  ,,
Sentence: 9, provides, B-Skill-Required  ,,
Sentence: 10, administrative, I-Skill-Required  ,,
Sentence: 11, support, I-Skill-Required  ,,
Sentence: 12, to, O  ,,
Sentence: 13, the, O  ,,
Sentence: 14, organization, I-Field  ,,
Sentence: 15, including, O  ,,
Sentence: 16, scheduling, B-Skill-Required  ,,
Sentence: 17, document, I-Skill-Required  ,,
Sentence: 18, management, I-Skill-Required  ,,
Sentence: 19, and, O  ,,
Sentence: 20, assisting, B-Skill-Required  ,,
Sentence: 21, in, O  ,,
Sentence: 22, day-to-day, I-Skill-Required  ,,
Sentence: 23, operations, I-Skill-Required  ,,
,,,,
Sentence: 1, Marketing, B-Field  ,,
Sentence: 2, Analyst, I-Designation  ,,
Sentence: 3, Digital, B-Field  ,,
Sentence: 4, Marketing, I-Field  ,,
Sentence: 5, Analyst, I-Designation  ,,
Sentence: 6, Analyze, B-Skill-Required  ,,
Sentence: 7, digital, I-Skill-Required  ,,
Sentence: 8, marketing, I-Skill-Required  ,,
Sentence: 9, campaigns, I-Skill-Required  ,,
Sentence: 10, track, B-Skill-Required  ,,
Sentence: 11, performance, I-Skill-Required  ,,
Sentence: 12, metrics, I-Skill-Required  ,,
Sentence: 13, and, O  ,,
Sentence: 14, optimize, B-Skill-Required  ,,
Sentence: 15, online, I-Skill-Required  ,,
Sentence: 16, marketing, I-Skill-Required  ,,
Sentence: 17, strategies, I-Skill-Required  ,,
,,,,
Sentence: 1, Java, B-Field  ,,
Sentence: 2, Developer, I-Designation  ,,
Sentence: 3, Java, B-Field  ,,
Sentence: 4, Web, I-Field  ,,
Sentence: 5, Application, I-Field  ,,
Sentence: 6, Developer, I-Designation  ,,
Sentence: 7, Java, B-Field  ,,
Sentence: 8, Web, I-Field  ,,
Sentence: 9, Application, I-Field  ,,
Sentence: 10, Developers, I-Designation  ,,
Sentence: 11, create, B-Skill-Required  ,,
Sentence: 12, web, I-Skill-Required  ,,
Sentence: 13, applications, I-Skill-Required  ,,
Sentence: 14, using, B-Skill-Required  ,,
Sentence: 15, Java, I-Skill-Required  ,,
Sentence: 16, technologies, I-Skill-Required  ,,
Sentence: 17, They, O  ,,
Sentence: 18, develop, B-Skill-Required  ,,
Sentence: 19, user, I-Skill-Required  ,,
Sentence: 20, interfaces, I-Skill-Required  ,,
Sentence: 21, integrate, B-Skill-Required  ,,
Sentence: 22, backend, I-Skill-Required  ,,
Sentence: 23, systems, I-Skill-Required  ,,
Sentence: 24, and, O  ,,
Sentence: 25, ensure, B-Skill-Required  ,,
Sentence: 26, the, O  ,,
Sentence: 27, functionality, I-Skill-Required  ,,
Sentence: 28, and, O  ,,
Sentence: 29, security, I-Skill-Required  ,,
Sentence: 30, of, O  ,,
Sentence: 31, web, I-Skill-Required  ,,
Sentence: 32, applications, I-Skill-Required  ,,
Sentence: 33, to, O  ,,
Sentence: 34, provide, B-Skill-Required  ,,
Sentence: 35, a, O  ,,
Sentence: 36, seamless, I-Skill-Required  ,,
Sentence: 37, user, I-Skill-Required  ,,
Sentence: 38, experience, I-Skill-Required  ,,
,,,,
Sentence: 1, Data, B-Field  ,,
Sentence: 2, Analyst, I-Designation  ,,
Sentence: 3, Data, B-Field  ,,
Sentence: 4, Quality, I-Field  ,,
Sentence: 5, Analyst, I-Designation  ,,
Sentence: 6, Data, B-Skill-Required  ,,
Sentence: 7, Quality, I-Skill-Required  ,,
Sentence: 8, Analysts, I-Designation  ,,
Sentence: 9, ensure, B-Skill-Required  ,,
Sentence: 10, the, O  ,,
Sentence: 11, accuracy, B-Skill-Required  ,,
Sentence: 12, completeness, I-Skill-Required  ,,
Sentence: 13, and, O  ,,
Sentence: 14, consistency, I-Skill-Required  ,,
Sentence: 15, of, O  ,,
Sentence: 16, data, I-Skill-Required  ,,
Sentence: 17, within, O  ,,
Sentence: 18, an, O  ,,
Sentence: 19, organization, I-Field  ,,
Sentence: 20, They, O  ,,
Sentence: 21, develop, B-Skill-Required  ,,
Sentence: 22, and, O  ,,
Sentence: 23, implement, B-Skill-Required  ,,
Sentence: 24, data, I-Skill-Required  ,,
Sentence: 25, quality, I-Skill-Required  ,,
Sentence: 26, standards, I-Skill-Required  ,,
Sentence: 27, perform, B-Skill-Required  ,,
Sentence: 28, data, I-Skill-Required  ,,
Sentence: 29, validation, I-Skill-Required  ,,
Sentence: 30, and, O  ,,
Sentence: 31, identify, B-Skill-Required  ,,
Sentence: 32, and, O  ,,
Sentence: 33, resolve, B-Skill-Required  ,,
Sentence: 34, data, I-Skill-Required  ,,
Sentence: 35, quality, I-Skill-Required  ,,
Sentence: 36, issues, I-Skill-Required  ,,
Sentence: 37, to, O  ,,
Sentence: 38, maintain, B-Skill-Required  ,,
Sentence: 39, data, I-Skill-Required  ,,
Sentence: 40, integrity, I-Skill-Required  ,,
,,,,
Sentence: 1, HR, B-Field  ,,
Sentence: 2, Manager, I-Designation  ,,
Sentence: 3, Employee, B-Field  ,,
Sentence: 4, Development, I-Field  ,,
Sentence: 5, Manager, I-Designation  ,,
Sentence: 6, An, O  ,,
Sentence: 7, Employee, B-Field  ,,
Sentence: 8, Development, I-Field  ,,
Sentence: 9, Manager, I-Designation  ,,
Sentence: 10, focuses, B-Skill-Required  ,,
Sentence: 11, on, O  ,,
Sentence: 12, employee, B-Skill-Required  ,,
Sentence: 13, growth, I-Skill-Required  ,,
Sentence: 14, and, O  ,,
Sentence: 15, skill, B-Skill-Required  ,,
Sentence: 16, development, I-Skill-Required  ,,
Sentence: 17, designing, B-Skill-Required  ,,
Sentence: 18, and, O  ,,
Sentence: 19, implementing, B-Skill-Required  ,,
Sentence: 20, training, I-Skill-Required  ,,
Sentence: 21, programs, I-Skill-Required  ,,
Sentence: 22, to, O  ,,
Sentence: 23, enhance, B-Skill-Required  ,,
Sentence: 24, employee, I-Skill-Required  ,,
Sentence: 25, capabilities, I-Skill-Required  ,,
Sentence: 26, and, O  ,,
Sentence: 27, performance, I-Skill-Required  ,,
,,,,
Sentence: 1, Social, B-Field  ,,
Sentence: 2, Media, I-Field  ,,
Sentence: 3, Coordinator, I-Designation  ,,
Sentence: 4, Content, B-Field  ,,
Sentence: 5, Creator, I-Designation  ,,
Sentence: 6, Create, B-Skill-Required  ,,
Sentence: 7, engaging, I-Skill-Required  ,,
Sentence: 8, and, O  ,,
Sentence: 9, relevant, I-Skill-Required  ,,
Sentence: 10, content, I-Skill-Required  ,,
Sentence: 11, such, O  ,,
Sentence: 12, as, O  ,,
Sentence: 13, articles, I-Skill-Required  ,,
Sentence: 14, videos, I-Skill-Required  ,,
Sentence: 15, or, O  ,,
Sentence: 16, social, B-Skill-Required  ,,
Sentence: 17, media, I-Skill-Required  ,,
Sentence: 18, posts, I-Skill-Required  ,,
Sentence: 19, to, O  ,,
Sentence: 20, promote, B-Skill-Required  ,,
Sentence: 21, brands, I-Skill-Required  ,,
Sentence: 22, or, O  ,,
Sentence: 23, products, I-Skill-Required  ,,
,,,,
Sentence: 1, Marketing, B-Field  ,,
Sentence: 2, Director, I-Designation  ,,
Sentence: 3, Digital, B-Field  ,,
Sentence: 4, Marketing, I-Field  ,,
Sentence: 5, Director, I-Designation  ,,
Sentence: 6, Digital, B-Field  ,,
Sentence: 7, Marketing, I-Field  ,,
Sentence: 8, Directors, I-Designation  ,,
Sentence: 9, lead, B-Skill-Required  ,,
Sentence: 10, digital, I-Skill-Required  ,,
Sentence: 11, marketing, I-Skill-Required  ,,
Sentence: 12, efforts, I-Skill-Required  ,,
Sentence: 13, They, O  ,,
Sentence: 14, develop, B-Skill-Required  ,,
Sentence: 15, and, O  ,,
Sentence: 16, execute, B-Skill-Required  ,,
Sentence: 17, digital, I-Skill-Required  ,,
Sentence: 18, strategies, I-Skill-Required  ,,
Sentence: 19, oversee, B-Skill-Required  ,,
Sentence: 20, campaigns, I-Skill-Required  ,,
Sentence: 21, and, O  ,,
Sentence: 22, measure, B-Skill-Required  ,,
Sentence: 23, performance, I-Skill-Required  ,,
Sentence: 24, to, O  ,,
Sentence: 25, achieve, B-Skill-Required  ,,
Sentence: 26, marketing, I-Skill-Required  ,,
Sentence: 27, goals, I-Skill-Required  ,,
,,,,
,,,,
Sentence: 1, Marketing, B-Field  ,,
Sentence: 2, Manager, I-Designation  ,,
Sentence: 3, Digital, B-Field  ,,
Sentence: 4, Marketing, I-Field  ,,
Sentence: 5, Director, I-Designation  ,,
Sentence: 6, Digital, B-Field  ,,
Sentence: 7, Marketing, I-Field  ,,
Sentence: 8, Directors, I-Designation  ,,
Sentence: 9, lead, B-Skill-Required  ,,
Sentence: 10, digital, I-Skill-Required  ,,
Sentence: 11, marketing, I-Skill-Required  ,,
Sentence: 12, efforts, I-Skill-Required  ,,
Sentence: 13, They, O  ,,
Sentence: 14, develop, B-Skill-Required  ,,
Sentence: 15, and, O  ,,
Sentence: 16, execute, B-Skill-Required  ,,
Sentence: 17, digital, I-Skill-Required  ,,
Sentence: 18, strategies, I-Skill-Required  ,,
Sentence: 19, oversee, B-Skill-Required  ,,
Sentence: 20, campaigns, I-Skill-Required  ,,
Sentence: 21, and, O  ,,
Sentence: 22, measure, B-Skill-Required  ,,
Sentence: 23, performance, I-Skill-Required  ,,
Sentence: 24, to, O  ,,
Sentence: 25, achieve, B-Skill-Required  ,,
Sentence: 26, marketing, I-Skill-Required  ,,
Sentence: 27, goals, I-Skill-Required  ,,
,,,,
Sentence: 1, Data, B-Field  ,,
Sentence: 2, Engineer, I-Designation  ,,
Sentence: 3, ETL, B-Skill-Required  ,,
Sentence: 4, Developer, I-Designation  ,,
Sentence: 5, An, O  ,,
Sentence: 6, ETL, B-Skill-Required  ,,
Sentence: 7, Developer, I-Designation  ,,
Sentence: 8, specializes, B-Skill-Required  ,,
Sentence: 9, in, O  ,,
Sentence: 10, designing, B-Skill-Required  ,,
Sentence: 11, and, O  ,,
Sentence: 12, implementing, B-Skill-Required  ,,
Sentence: 13, Extract, B-Skill-Required  ,,
Sentence: 14, Transform, I-Skill-Required  ,,
Sentence: 15, Load, I-Skill-Required  ,,
Sentence: 16, (ETL), I-Skill-Required  ,,
Sentence: 17, processes, I-Skill-Required  ,,
Sentence: 18, to, O  ,,
Sentence: 19, move, B-Skill-Required  ,,
Sentence: 20, and, O  ,,
Sentence: 21, transform, B-Skill-Required  ,,
Sentence: 22, data, I-Skill-Required  ,,
Sentence: 23, between, O  ,,
Sentence: 24, systems, I-Skill-Required  ,,
Sentence: 25, supporting, B-Skill-Required  ,,
Sentence: 26, data, I-Skill-Required  ,,
Sentence: 27, integration, I-Skill-Required  ,,
Sentence: 28, and, O  ,,
Sentence: 29, analytics, I-Skill-Required  ,,
,,,,
Sentence: 1, Social, B-Field  ,,
Sentence: 2, Worker, I-Designation  ,,
Sentence: 3, School, B-Field  ,,
Sentence: 4, Social, I-Field  ,,
Sentence: 5, Worker, I-Designation  ,,
Sentence: 6, Support, B-Skill-Required  ,,
Sentence: 7, students, I-Skill-Required  ,,
Sentence: 8, social, B-Skill-Required  ,,
Sentence: 9, and, O  ,,
Sentence: 10, emotional, I-Skill-Required  ,,
Sentence: 11, well-being, I-Skill-Required  ,,
Sentence: 12, in, O  ,,
Sentence: 13, schools, I-Skill-Required  ,,
Sentence: 14, collaborate, B-Skill-Required  ,,
Sentence: 15, with, O  ,,
Sentence: 16, educators, I-Skill-Required  ,,
Sentence: 17, and, O  ,,
Sentence: 18, connect, B-Skill-Required  ,,
Sentence: 19, families, I-Field  ,,
Sentence: 20, with, O  ,,
Sentence: 21, resources, I-Skill-Required  ,,
,,,,
Sentence: 1, Architect, B-Field  ,,
Sentence: 2, Drafter, I-Designation  ,,
Sentence: 3, Architectural, B-Field  ,,
Sentence: 4, Drafters, I-Designation  ,,
Sentence: 5, assist, B-Skill-Required  ,,
Sentence: 6, architects, I-Skill-Required  ,,
Sentence: 7, and, O  ,,
Sentence: 8, engineers, I-Skill-Required  ,,
Sentence: 9, in, O  ,,
Sentence: 10, creating, B-Skill-Required  ,,
Sentence: 11, detailed, I-Skill-Required  ,,
Sentence: 12, technical, I-Skill-Required  ,,
Sentence: 13, drawings, I-Skill-Required  ,,
Sentence: 14, and, O  ,,
Sentence: 15, plans, I-Skill-Required  ,,
Sentence: 16, for, O  ,,
Sentence: 17, buildings, I-Skill-Required  ,,
Sentence: 18, and, O  ,,
Sentence: 19, structures, I-Skill-Required  ,,
Sentence: 20, They, O  ,,
Sentence: 21, use, B-Skill-Required  ,,
Sentence: 22, computer-aided, I-Skill-Required  ,,
Sentence: 23, design, I-Skill-Required  ,,
Sentence: 24, (CAD), I-Skill-Required  ,,
Sentence: 25, software, I-Skill-Required  ,,
Sentence: 26, to, O  ,,
Sentence: 27, produce, B-Skill-Required  ,,
Sentence: 28, accurate, I-Skill-Required  ,,
Sentence: 29, and, O  ,,
Sentence: 30, precise, I-Skill-Required  ,,
Sentence: 31, architectural, I-Skill-Required  ,,
Sentence: 32, drawings, I-Skill-Required  ,,
,,,,
Sentence: 1, IT, B-Field  ,,
Sentence: 2, Support, I-Field  ,,
Sentence: 3, Specialist, I-Designation  ,,
Sentence: 4, IT, B-Field  ,,
Sentence: 5, Helpdesk, I-Field  ,,
Sentence: 6, Technician, I-Designation  ,,
Sentence: 7, Helpdesk, B-Specialization  ,,
Sentence: 8, Technicians, I-Designation  ,,
Sentence: 9, provide, B-Skill-Required  ,,
Sentence: 10, technical, B-Skill-Required  ,,
Sentence: 11, support, I-Skill-Required  ,,
Sentence: 12, to, O  ,,
Sentence: 13, users, I-Field  ,,
Sentence: 14, They, O  ,,
Sentence: 15, troubleshoot, B-Skill-Required  ,,
Sentence: 16, hardware, I-Skill-Required  ,,
Sentence: 17, and, O  ,,
Sentence: 18, software, I-Skill-Required  ,,
Sentence: 19, issues, I-Skill-Required  ,,
Sentence: 20, install, B-Skill-Required  ,,
Sentence: 21, and, O  ,,
Sentence: 22, configure, B-Skill-Required  ,,
Sentence: 23, IT, B-Field  ,,
Sentence: 24, systems, I-Skill-Required  ,,
Sentence: 25, and, O  ,,
Sentence: 26, provide, B-Skill-Required  ,,
Sentence: 27, technical, B-Skill-Required  ,,
Sentence: 28, training, I-Skill-Required  ,,
Sentence: 29, to, O  ,,
Sentence: 30, employees, I-Organization  ,,
,,,,
Sentence: 1, Java, B-Skill-Required  ,,
Sentence: 2, Developer, I-Designation  ,,
Sentence: 3, Java, B-Skill-Required  ,,
Sentence: 4, Software, I-Skill-Required  ,,
Sentence: 5, Engineer, I-Designation  ,,
Sentence: 6, Java, B-Skill-Required  ,,
Sentence: 7, Software, I-Skill-Required  ,,
Sentence: 8, Engineers, I-Designation  ,,
Sentence: 9, develop, B-Skill-Required  ,,
Sentence: 10, and, O  ,,
Sentence: 11, maintain, B-Skill-Required  ,,
Sentence: 12, software, B-Skill-Required  ,,
Sentence: 13, applications, I-Skill-Required  ,,
Sentence: 14, using, O  ,,
Sentence: 15, Java, B-Skill-Required  ,,
Sentence: 16, technologies, I-Skill-Required  ,,
Sentence: 17, They, O  ,,
Sentence: 18, write, B-Skill-Required  ,,
Sentence: 19, code, I-Skill-Required  ,,
Sentence: 20, debug, B-Skill-Required  ,,
Sentence: 21, applications, I-Skill-Required  ,,
Sentence: 22, and, O  ,,
Sentence: 23, collaborate, B-Skill-Required  ,,
Sentence: 24, with, O  ,,
Sentence: 25, cross-functional, B-Skill-Required  ,,
Sentence: 26, teams, I-Organization  ,,
Sentence: 27, to, O  ,,
Sentence: 28, deliver, B-Skill-Required  ,,
Sentence: 29, high-quality, I-Skill-Required  ,,
Sentence: 30, software, B-Skill-Required  ,,
Sentence: 31, solutions, I-Skill-Required  ,,
,,,,
Sentence: 1, Supply, B-Field  ,,
Sentence: 2, Chain, I-Field  ,,
Sentence: 3, Manager, I-Designation  ,,
Sentence: 4, Operations, B-Field  ,,
Sentence: 5, Manager, I-Designation  ,,
Sentence: 6, Supply, B-Field  ,,
Sentence: 7, Chain, I-Field  ,,
Sentence: 8, Managers, I-Designation  ,,
Sentence: 9, oversee, B-Skill-Required  ,,
Sentence: 10, the, O  ,,
Sentence: 11, entire, B-Skill-Required  ,,
Sentence: 12, supply, I-Skill-Required  ,,
Sentence: 13, chain, I-Skill-Required  ,,
Sentence: 14, process, B-Skill-Required  ,,
Sentence: 15, They, O  ,,
Sentence: 16, manage, B-Skill-Required  ,,
Sentence: 17, procurement, I-Skill-Required  ,,
Sentence: 18, logistics, I-Skill-Required  ,,
Sentence: 19, inventory, I-Skill-Required  ,,
Sentence: 20, and, O  ,,
Sentence: 21, distribution, I-Skill-Required  ,,
Sentence: 22, of, O  ,,
Sentence: 23, goods, I-Skill-Required  ,,
Sentence: 24, ensuring, B-Skill-Required  ,,
Sentence: 25, timely, I-Skill-Required  ,,
Sentence: 26, delivery, I-Skill-Required  ,,
Sentence: 27, and, O  ,,
Sentence: 28, customer, I-Field  ,,
Sentence: 29, satisfaction, I-Skill-Required  ,,
,,,,
Sentence: 1, Registered, B-Field  ,,
Sentence: 2, Nurse, I-Designation  ,,
Sentence: 3, Staff, B-Designation  ,,
Sentence: 4, Nurse, I-Designation  ,,
Sentence: 5, provide, B-Skill-Required  ,,
Sentence: 6, patient, B-Skill-Required  ,,
Sentence: 7, care, I-Skill-Required  ,,
Sentence: 8, administer, B-Skill-Required  ,,
Sentence: 9, medications, I-Skill-Required  ,,
Sentence: 10, and, O  ,,
Sentence: 11, collaborate, B-Skill-Required  ,,
Sentence: 12, with, O  ,,
Sentence: 13, healthcare, I-Skill-Required  ,,
Sentence: 14, teams, I-Skill-Required  ,,
Sentence: 15, to, O  ,,
Sentence: 16, ensure, B-Skill-Required  ,,
Sentence: 17, patient, B-Skill-Required  ,,
Sentence: 18, well-being, I-Skill-Required  ,,
Sentence: 19, in, O  ,,
Sentence: 20, clinical, I-Field  ,,
Sentence: 21, settings, I-Skill-Required  ,,
,,,,
,,,,
,,,,
Sentence: 1, Project, B-Designation  ,,
Sentence: 2, Manager, I-Designation  ,,
Sentence: 3, Agile, B-Methodology  ,,
Sentence: 4, Project, I-Methodology  ,,
Sentence: 5, Manager, I-Designation  ,,
Sentence: 6, leads, B-Skill-Required  ,,
Sentence: 7, Agile, B-Methodology  ,,
Sentence: 8, teams, I-Skill-Required  ,,
Sentence: 9, facilitating, B-Skill-Required  ,,
Sentence: 10, effective, B-Skill-Required  ,,
Sentence: 11, project, B-Field  ,,
Sentence: 12, development, I-Skill-Required  ,,
Sentence: 13, and, O  ,,
Sentence: 14, delivery, I-Skill-Required  ,,
Sentence: 15, They, O  ,,
Sentence: 16, use, B-Skill-Required  ,,
Sentence: 17, Agile, B-Methodology  ,,
Sentence: 18, methodologies, I-Methodology  ,,
Sentence: 19, to, O  ,,
Sentence: 20, manage, B-Skill-Required  ,,
Sentence: 21, tasks, I-Skill-Required  ,,
Sentence: 22, prioritize, B-Skill-Required  ,,
Sentence: 23, work, I-Skill-Required  ,,
Sentence: 24, and, O  ,,
Sentence: 25, adapt, B-Skill-Required  ,,
Sentence: 26, to, O  ,,
Sentence: 27, changing, B-Skill-Required  ,,
Sentence: 28, requirements, I-Skill-Required  ,,
Sentence: 29, while, O  ,,
Sentence: 30, fostering, B-Skill-Required  ,,
Sentence: 31, collaboration, I-Skill-Required  ,,
Sentence: 32, among, O  ,,
Sentence: 33, team, I-Skill-Required  ,,
Sentence: 34, members, I-Skill-Required  ,,
,,,,
Sentence: 1, Legal, B-Field  ,,
Sentence: 2, Advisor, I-Designation  ,,
Sentence: 3, Corporate, B-Specialization  ,,
Sentence: 4, Counsel, I-Designation  ,,
Sentence: 5, As, O  ,,
Sentence: 6, a, O  ,,
Sentence: 7, Corporate, B-Specialization  ,,
Sentence: 8, Counsel, I-Designation  ,,
Sentence: 9, you, O  ,,
Sentence: 10, will, O  ,,
Sentence: 11, focus, B-Skill-Required  ,,
Sentence: 12, on, O  ,,
Sentence: 13, legal, B-Skill-Required  ,,
Sentence: 14, matters, I-Skill-Required  ,,
Sentence: 15, related, O  ,,
Sentence: 16, to, O  ,,
Sentence: 17, corporate, B-Specialization  ,,
Sentence: 18, governance, I-Skill-Required  ,,
Sentence: 19, mergers, I-Skill-Required  ,,
Sentence: 20, and, O  ,,
Sentence: 21, acquisitions, I-Skill-Required  ,,
Sentence: 22, and, O  ,,
Sentence: 23, corporate, B-Specialization  ,,
Sentence: 24, compliance, I-Skill-Required  ,,
Sentence: 25, You, O  ,,
Sentence: 26, will, O  ,,
Sentence: 27, draft, B-Skill-Required  ,,
Sentence: 28, and, O  ,,
Sentence: 29, review, B-Skill-Required  ,,
Sentence: 30, corporate, B-Specialization  ,,
Sentence: 31, documents, I-Skill-Required  ,,
Sentence: 32, oversee, B-Skill-Required  ,,
Sentence: 33, compliance, I-Skill-Required  ,,
Sentence: 34, programs, I-Skill-Required  ,,
Sentence: 35, and, O  ,,
Sentence: 36, handle, B-Skill-Required  ,,
Sentence: 37, complex, B-Skill-Required  ,,
Sentence: 38, legal, B-Skill-Required  ,,
Sentence: 39, negotiations, I-Skill-Required  ,,
Sentence: 40, Your, O  ,,
Sentence: 41, role, B-Skill-Required  ,,
Sentence: 42, includes, O  ,,
Sentence: 43, managing, B-Skill-Required  ,,
Sentence: 44, legal, B-Skill-Required  ,,
Sentence: 45, relationships, I-Skill-Required  ,,
Sentence: 46, with, O  ,,
Sentence: 47, external, B-Specialization  ,,
Sentence: 48, partners, I-Skill-Required  ,,
Sentence: 49, and, O  ,,
Sentence: 50, providing, B-Skill-Required  ,,
Sentence: 51, strategic, I-Skill-Required  ,,
Sentence: 52, legal, B-Skill-Required  ,,
Sentence: 53, guidance, I-Skill-Required  ,,
Sentence: 54, to, O  ,,
Sentence: 55, the, O  ,,
Sentence: 56, company, B-Organization  ,,
,,,,
Sentence: 1, Physician, B-Designation  ,,
Sentence: 2, Assistant, I-Designation  ,,
Sentence: 3, Primary, B-Field  ,,
Sentence: 4, Care, I-Field  ,,
Sentence: 5, Physician, I-Designation  ,,
Sentence: 6, Assistant, I-Designation  ,,
Sentence: 7, Provide, B-Skill-Required  ,,
Sentence: 8, medical, B-Skill-Required  ,,
Sentence: 9, care, I-Skill-Required  ,,
Sentence: 10, under, O  ,,
Sentence: 11, the, O  ,,
Sentence: 12, supervision, B-Skill-Required  ,,
Sentence: 13, of, O  ,,
Sentence: 14, physicians, B-Field  ,,
Sentence: 15, conduct, B-Skill-Required  ,,
Sentence: 16, examinations, I-Skill-Required  ,,
Sentence: 17, diagnose, B-Skill-Required  ,,
Sentence: 18, and, O  ,,
Sentence: 19, treat, B-Skill-Required  ,,
Sentence: 20, patients, I-Skill-Required  ,,
,,,,
Sentence: 1, Network, B-Field  ,,
Sentence: 2, Security, I-Field  ,,
Sentence: 3, Specialist, I-Designation  ,,
Sentence: 4, Security, B-Field  ,,
Sentence: 5, Operations, I-Field  ,,
Sentence: 6, Center, I-Field  ,,
Sentence: 7, (SOC), I-Field  ,,
Sentence: 8, Analyst, I-Designation  ,,
Sentence: 9, SOC, B-Specialization  ,,
Sentence: 10, Analysts, I-Designation  ,,
Sentence: 11, work, B-Skill-Required  ,,
Sentence: 12, in, O  ,,
Sentence: 13, security, B-Skill-Required  ,,
Sentence: 14, operations, I-Skill-Required  ,,
Sentence: 15, centers, I-Skill-Required  ,,
Sentence: 16, They, O  ,,
Sentence: 17, monitor, B-Skill-Required  ,,
Sentence: 18, and, O  ,,
Sentence: 19, respond, B-Skill-Required  ,,
Sentence: 20, to, O  ,,
Sentence: 21, security, B-Skill-Required  ,,
Sentence: 22, incidents, I-Skill-Required  ,,
Sentence: 23, analyze, B-Skill-Required  ,,
Sentence: 24, threats, I-Skill-Required  ,,
Sentence: 25, and, O  ,,
Sentence: 26, implement, B-Skill-Required  ,,
Sentence: 27, security, B-Skill-Required  ,,
Sentence: 28, protocols, I-Skill-Required  ,,
